,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
16474,561448561857550988,Royal Sea Cliff 2 Bedroom,240078487,Steven,2019-01-30,"Nearby Pu‘uhonua o Hōnaunau, an ancient sanctuary whose name means ""the place of refuge,"" could easily describe this resort. Oceanfront, modern, and conveniently tucked outside Kailua-Kona, tranquility reigns. It’s the ideal home-base for all of your island adventures.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$367.00,2,365,2,365,2.0,365.0,30,60,73,73,8,2022-07-17,2,12,4404.0,5.0,5.0,5.0,5.0,5.0,4.88,4.88,f,0.25,
16524,563041572548828851,Kona Coast Resort 1 Bedroom,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Clothing storage"", ""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Dishes and silverware"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Conditioner"", ""Free parking on premises"", ""Shower gel"", ""Smoke alarm"", ""Washer"", ""Safe"", ""Body soap"", ""Fire extinguisher"", ""Pool table"", ""Outdoor dining area"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Central heating"", ""Bed linens"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Iron"", ""Building staff"", ""Self check-in"", ""Room-darkening shades"", ""TV"", ""Cleaning products"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$278.00,3,365,3,365,3.0,365.0,30,60,72,72,4,2022-03-05,0,0,0.0,4.5,4.5,4.75,5.0,4.5,4.5,4.5,f,0.11,
16547,563208914579863744,KONa Coast Resort 2 Bedroom,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,,2.0,,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Shower gel"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Outdoor dining area"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Room-darkening shades"", ""Self check-in""]",,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,,,,,,,,,f,,
16615,560832927057080473,Royal Gardens Studio,240078487,Steven,2019-01-30,"Located along the Ala Wai canal, the resort boasts European-style gardens blended with the tropical appeal of Oahu. The outdoor pool, garden, media lounge, and sauna bring tranquility, while bustling Honolulu adventures abound beyond the grounds. Come find your piece of paradise.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$308.00,2,365,2,365,2.0,365.0,30,60,74,74,0,,0,0,0.0,,,,,,,,f,,Exempt
16616,560850310939421703,Mauna LOA Village 1 Bedroom,240078487,Steven,2019-01-30,"If sunset cocktails, pools, and plenty of tennis sound like your style, you’ve found your spot. Located in Kailua-Kona next to a country club, this tranquil oasis sits away from town traffic and crowds while offering convenient access to the island’s many possibilities.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$169.00,2,365,2,365,2.0,365.0,0,0,0,0,2,2022-02-27,0,0,0.0,4.5,4.0,5.0,5.0,5.0,5.0,4.5,f,0.05,
16630,570194209830492834,Royal SEA Cliff 1 Bedroom,240078487,Steven,2019-01-30,"Nearby Pu‘uhonua o Hōnaunau, an ancient sanctuary whose name means ""the place of refuge,"" could easily describe this resort. Oceanfront, modern, and conveniently tucked outside Kailua-Kona, tranquility reigns. It’s the ideal home-base for all of your island adventures.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$308.00,3,365,3,365,3.0,365.0,30,60,73,73,0,,0,0,0.0,,,,,,,,f,,
16632,570198981565539513,Royal Sea Cliff 1 BEDroom,240078487,Steven,2019-01-30,"Nearby Pu‘uhonua o Hōnaunau, an ancient sanctuary whose name means ""the place of refuge,"" could easily describe this resort. Oceanfront, modern, and conveniently tucked outside Kailua-Kona, tranquility reigns. It’s the ideal home-base for all of your island adventures.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$308.00,3,365,3,365,3.0,365.0,30,60,72,72,1,2023-07-23,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.05,
17315,605068602091200172,Now Avail! Near Kaanapali! Special Rates! HK 103,375037486,Steven,2020-11-09,"Relax Located right on the ocean on the beautiful island of Maui, our condo can be your home by the sea. Comfortably decorated with tropical Hawaiian furniture and artwork, our unit will provide you with all the comforts of home, including a full kitchen.with the whole family at this peaceful place to stay.",within an hour,100%,100%,t,,18.0,"['email', 'phone']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Coffee maker"", ""Conditioner"", ""Sun loungers"", ""Hair dryer"", ""Shared outdoor pool - available all year, open specific hours"", ""Self check-in"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Cleaning available during stay"", ""Refrigerator"", ""Shared backyard \u2013 Not fully fenced"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Outdoor shower"", ""Clothing storage: closet and dresser"", ""Electric stove"", ""Paid washer \u2013 In building"", ""Kitchen"", ""Toaster"", ""Outdoor dining area"", ""Body soap"", ""Single level home"", ""Beach view"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""TV with standard cable"", ""Oven"", ""Waterfront"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Fire extinguisher"", ""Shampoo"", ""Blender"", ""Ceiling fan"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Portable fans"", ""Laundromat nearby"", ""Paid dryer \u2013 In building""]",$230.00,1,1125,1,1125,2.9,1057.7,18,30,51,210,6,2022-04-27,1,6,1380.0,5.0,5.0,4.67,4.83,4.83,5.0,4.5,t,0.17,"440010420003, TA-081-380-3520-01"
17350,608620924485114249,Mauna Loa Village 1 BEDroom,240078487,Steven,2019-01-30,"If sunset cocktails, pools, and plenty of tennis sound like your style, you’ve found your spot. Located in Kailua-Kona next to a country club, this tranquil oasis sits away from town traffic and crowds while offering convenient access to the island’s many possibilities.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$169.00,2,365,2,365,2.0,365.0,0,0,0,0,0,,0,0,0.0,,,,,,,,f,,
17692,627522006654776140,1 bedroom resort on the beach,250861823,Steven,2019-03-24,"Great location,  perfect for whale watching",,,,f,,10.0,"['email', 'phone']",t,t,Lahaina,Maui,Private room in resort,Private room,4,1.0,1.0,2.0,"[""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Elevator"", ""Private entrance"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Gym"", ""Outdoor dining area"", ""Hair dryer"", ""Air conditioning"", ""Dishwasher"", ""Essentials"", ""Carbon monoxide alarm"", ""Iron"", ""Heating"", ""Outdoor furniture"", ""Private living room"", ""TV"", ""Hangers"", ""Pool"", ""Shampoo""]",$395.00,7,7,7,7,7.0,7.0,30,60,90,90,0,,0,0,0.0,,,,,,,,f,,Exempt
17956,638588673033759704,Kauai Coast at the Beachboy 1 Bedroom.,240078487,Steven,2019-01-30,"Wouldn’t it be fun if Jurassic Park were real? This resort is the next best thing (think luscious jungle without the ferocious dinosaurs). The island of Kauai provided the background for the iconic Hollywood film, but this resort is all sun, swimming, and spa relaxation.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$241.00,3,365,3,365,3.0,365.0,30,60,75,75,2,2022-10-06,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,0.07,"540050360006, TA-212-767-6928-01"
18000,639345399147980593,Kona Coast Resort 1 BEDroom,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Shower gel"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Outdoor dining area"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Room-darkening shades"", ""Self check-in""]",$264.00,3,365,3,365,3.0,365.0,30,60,72,72,1,2023-03-04,0,0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,0.04,
18001,639348077349374864,Kona Coast Resort 1 BedROOM,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Shower gel"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Outdoor dining area"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Room-darkening shades"", ""Self check-in""]",$264.00,3,365,3,365,3.0,365.0,30,60,74,74,1,2023-02-13,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.04,
18313,658563901634245454,Royal Garden at Waikiki - 2BR Presidential,240078487,Steven,2019-01-30,"Located along the Ala Wai canal, the resort boasts European-style gardens blended with the tropical appeal of Oahu. The outdoor pool, garden, media lounge, and sauna bring tranquility, while bustling Honolulu adventures abound beyond the grounds. Come find your piece of paradise.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Pool table"", ""Hair dryer"", ""Paid valet parking on premises"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$285.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,Exempt
18338,659402734807452073,Mauna Loa Village 1 BedROOM,240078487,Steven,2019-01-30,"If sunset cocktails, pools, and plenty of tennis sound like your style, you’ve found your spot. Located in Kailua-Kona next to a country club, this tranquil oasis sits away from town traffic and crowds while offering convenient access to the island’s many possibilities.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$169.00,2,365,2,365,2.0,365.0,30,60,73,73,0,,0,0,0.0,,,,,,,,f,,
18339,659406111147457555,Royal Gardens Waikiki STUDIo,240078487,Steven,2019-01-30,"Located along the Ala Wai canal, the resort boasts European-style gardens blended with the tropical appeal of Oahu. The outdoor pool, garden, media lounge, and sauna bring tranquility, while bustling Honolulu adventures abound beyond the grounds. Come find your piece of paradise.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$275.00,2,365,2,365,2.0,365.0,30,60,74,74,2,2023-08-04,0,0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,4.5,f,0.1,Exempt
19723,713948475241977554,Kauai Beach Villas 2 Bedroom,240078487,Steven,2019-01-30,The Coconut Coast in Kauai is the perfect backdrop for your island adventures. Plus you can choose how urban or outdoorsy your trip will be. Enjoy the benefit of a beachfront resort location with convenient access to the island’s largest city.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$220.00,2,365,2,365,2.0,365.0,30,60,71,71,4,2022-10-20,0,0,0.0,4.25,4.75,4.5,4.5,4.5,4.25,4.25,f,0.14,"540050360006, TA-212-767-6928-01"
19806,715268937395402345,Kauai Beach Villas DLX 2 BR w/ Lagoon View,240078487,Steven,2019-01-30,The Coconut Coast in Kauai is the perfect backdrop for your island adventures. Plus you can choose how urban or outdoorsy your trip will be. Enjoy the benefit of a beachfront resort location with convenient access to the island’s largest city.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Fire pit"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$220.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
19987,718687649811020866,Kona Coast 2 Bedroom,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$469.00,2,365,2,365,2.0,365.0,30,60,72,72,2,2022-10-10,0,0,0.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,f,0.07,
20005,719407550918015492,Kona Coast 1 Bedroom w/Full Kitchen.,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,,1.0,,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Safe"", ""Shower gel"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Outdoor dining area"", ""Iron"", ""Clothing storage"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Dryer"", ""Room-darkening shades"", ""Self check-in""]",,3,365,3,365,3.0,365.0,30,60,72,72,0,,0,0,,,,,,,,,f,,
20037,719777531974141780,Kona Coast 2 Bedroom W/Full Kitchen,240078487,Steven,2019-01-30,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Pool table"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Dryer"", ""Self check-in""]",$469.00,2,365,2,365,2.0,365.0,30,60,74,74,1,2022-10-08,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.03,
20080,723771586816585898,Kauai Beach Villas 1 Bedroom W/full Kitchen,240078487,Steven,2019-01-30,The Coconut Coast in Kauai is the perfect backdrop for your island adventures. Plus you can choose how urban or outdoorsy your trip will be. Enjoy the benefit of a beachfront resort location with convenient access to the island’s largest city.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Conditioner"", ""Hair dryer"", ""Safe"", ""Shower gel"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Room-darkening shades"", ""Self check-in""]",$189.00,2,365,2,365,2.0,365.0,30,60,71,71,6,2022-10-12,1,0,0.0,4.5,4.83,4.17,4.67,4.33,4.33,4.17,f,0.2,"540050360006, TA-212-767-6928-01"
